llm_model,llm_quantization,condition,asr_model,audio,chrf,input_en,reference_es,hypothesis_es,total_duration_s,load_duration_s,prompt_eval_duration_s,eval_duration_s,prompt_eval_count,eval_count
gemma3:1b-it-q8_0,Q8_0,asr_quantized,Q5_1,audio10(dolor cabeza).wav,80.59375983582743,The patient has experienced a strong heat dutch for approximately three hours. The pain is mainly located behind her eyes and become worse when she looks at bright light. She also feels slightly nauseous but has no problems speaking or moving her arms and legs.,"La paciente ha experimentado un fuerte dolor de cabeza durante aproximadamente tres horas. El dolor se localiza principalmente detrás de sus ojos y empeora cuando mira luces brillantes. También siente un poco de náuseas, pero no tiene problemas para hablar o mover los brazos y las piernas.","El paciente ha experimentado un fuerte calor enrojecimiento en la frente durante aproximadamente tres horas. El dolor se localiza principalmente detrás de los ojos y empeora al mirar luz brillante. También siente un leve náusea, pero no tiene problemas para hablar o mover sus brazos y piernas.",1.831815375,0.373541708,0.176616,1.278117,135,59
gemma3:1b-it-q8_0,Q8_0,asr_quantized,Q4_0,audio01(dolor toracico).wav,72.75636256353764,"The patient reports several chest pain that started about 30 minutes ago. The pain becomes stronger, win, he takes a deep breath and he also feels short of breath. He has no no allergies and has not taken any medication today.",El paciente reporta dolor de pecho severo que comenzó hace unos treinta minutos. El dolor se hace más fuerte cuando respira profundo y también siente falta de aire. No tiene alergias conocidas y no ha tomado ningún medicamento hoy.,"El paciente informa de varios dolores de pecho que comenzaron hace aproximadamente 30 minutos. El dolor se vuelve más fuerte, se siente como un “win”, toma una respiración profunda y también siente falta de aire. No tiene alergias y no ha tomado ningún medicamento hoy.",1.729130833,0.369021917,0.176694,1.179475,134,57
gemma3:1b-it-q8_0,Q8_0,asr_quantized,Q4_0,audio02(alergia).wav,88.5349890126496,"The patient is allergic to penicillin and should not receive any medication containing this. She developed a severed skin rash after taking penicillin several years ago. She chronic has a fever, a sore throat and difficult as well.","La paciente es alérgica a la penicilina y no debe recibir ningún medicamento que la contenga. Desarrolló una erupción cutánea severa después de tomar penicilina hace varios años. Actualmente tiene fiebre, dolor de garganta y dificultad para tragar.","La paciente es alérgica a la penicilina y no debe recibir ningún medicamento que contenga esta. Desarrolló una erupción cutánea severa después de tomar penicilina hace varios años. Tiene fiebre, dolor de garganta y dificultad.",1.633852709,0.370645292,0.147743,1.112483,128,54
gemma3:1b-it-q8_0,Q8_0,asr_quantized,Q4_0,audio03(accidente).wav,70.23548221178814,The patient feels from a bicycle approximately one hour ago and enjoyed his left arm. He can move his fingers but he feels several pain near the wrist. There is visible swelling but there is no active bleeding.,"El paciente se cayó de una bicicleta hace aproximadamente una hora y se lesionó el brazo izquierdo. Puede mover los dedos, pero siente un dolor severo cerca de la muñeca. Hay hinchazón visible, pero no hay sangrado activo.","El paciente siente aproximadamente una hora que ago y disfrutó de su brazo izquierdo. Puede mover sus dedos, pero siente varios dolores cerca del codo. Hay hinchazón visible, pero no hay sangrado activo.",1.400337958,0.364158791,0.149864,0.88378,127,43
gemma3:1b-it-q8_0,Q8_0,asr_quantized,Q4_0,audio04(dolor abdominal).wav,76.62706943766058,The patient has had abdominal pain since yesterday evening. The pain is mainly located on the lower right side and has gradually become stronger. She also reports naus and lost of appetite but she has not vomited.,"La paciente ha tenido dolor abdominal desde ayer por la tarde. El dolor se localiza principalmente en el lado inferior derecho y se ha vuelto gradualmente más fuerte. También reporta náuseas y pérdida de apetito, pero no ha vomitado.","El paciente presenta dolor abdominal desde anoche. El dolor se localiza principalmente en el lado inferior derecho y ha ido aumentando gradualmente. También informa náuseas y pérdida de apetito, pero no ha vomitado.",1.580070166,0.364006875,0.149355,1.063872,128,45
gemma3:1b-it-q8_0,Q8_0,asr_quantized,Q4_0,audio05(diabetes).wav,68.88673574613871,The patient has type 2 diabetes and normally takes medication every morning. Today he is far good to take his medicine and beg and feel in this and wake during the afternoon. He is conscious and able to speak but he said his condition is getting worse.,"El paciente tiene diabetes tipo dos y normalmente toma medicamentos todas las mañanas. Hoy olvidó tomar su medicina y comenzó a sentirse mareado y débil durante la tarde. Está consciente y puede hablar, pero dice que su condición está empeorando.","El paciente tiene diabetes tipo 2 y toma medicación todos los días. Hoy está bien para tomar su medicación y pedir y sentirse así, y despertarse durante la tarde. Está consciente y puede hablar, pero dijo que su condición está empeorando.",1.782266833,0.398152208,0.234519,1.133458,137,53
gemma3:1b-it-q8_0,Q8_0,asr_quantized,Q4_0,audio06(fiebre).wav,68.8021949336954,"The patient has had a high fever signs last night and has been feeling extremely tired. She has a reports musical pain, chills and a persistent hitch. She has been drinking water regularly and has not taken any antibiotics.","La paciente ha tenido fiebre alta desde anoche y se ha sentido extremadamente cansada. También reporta dolor muscular, escalofríos y un dolor de cabeza persistente. Ha estado bebiendo agua regularmente y no ha tomado ningún antibiótico.","El paciente ha tenido fiebre alta anoche y se siente extremadamente cansada. Tiene dolor musical, temblores y un arrastre persistente. Está bebiendo agua regularmente y no ha tomado ningún antibiótico.",1.444352417,0.368116292,0.148965,0.923593,129,45
gemma3:1b-it-q8_0,Q8_0,asr_quantized,Q4_0,audio07(respiracion).wav,86.96168198126821,The patient has difficulty breathing when walking short distance and sometimes feels pressure in his shift. These symptoms began two days ago and have gradually become worse. He has a history of asthma but has not used his another today.,"El paciente tiene dificultad para respirar al caminar distancias cortas y a veces siente presión en el pecho. Estos síntomas comenzaron hace dos días y han empeorado gradualmente. Tiene antecedentes de asma, pero no ha usado su inhalador hoy.","El paciente tiene dificultad para respirar al caminar distancias cortas y a veces siente presión en su flanco. Estos síntomas comenzaron hace dos días y han ido empeorando gradualmente. Tiene antecedentes de asma, pero no usó su otro hoy.",1.608742875,0.365107083,0.148717,1.091009,129,53
gemma3:1b-it-q8_0,Q8_0,asr_quantized,Q4_0,audio08(herida).wav,66.08576505226831,The patient could her right hand while preparing food approximately 40 minutes ago. The woman is still bleeding slightly but she can move all of her fingers normally. She reports moderate pain and does not remember when she received her last tetanus vaccine.,"La paciente se cortó la mano derecha mientras preparaba comida hace aproximadamente cuarenta minutos. La herida aún sangra levemente, pero puede mover todos sus dedos con normalidad. Reporta dolor moderado y no recuerda cuándo recibió su última vacuna contra el tétanos.","La paciente pudo haber sentido su mano derecha aproximadamente 40 minutos hace poco. La mujer sigue sangrando ligeramente, pero puede mover todas sus dedos normalmente. Informa dolor moderado y no recuerda cuándo recibió su última vacuna contra la tetanus.",1.547060541,0.364012416,0.171019,1.008657,134,49
gemma3:1b-it-q8_0,Q8_0,asr_quantized,Q4_0,audio09(mareo).wav,59.517402968095425,"The patient suddenly become disequiled standing at work this morning. He did not lose consciousness, but he feel weak and had to sit down in the middle. He has eaten very little today and said that similar symptoms have need on last month.","El paciente se mareó repentinamente mientras estaba de pie en el trabajo esta mañana. No perdió el conocimiento, pero se sintió débil y tuvo que sentarse de inmediato. Ha comido muy poco hoy y dice que síntomas similares le ocurrieron una vez el mes pasado.","El paciente se convirtió en desequilibrado al levantarse esta mañana. No perdió la conciencia, pero se sentía débil y tuvo que sentarse en el medio. Ha comido muy poco hoy y dijo que síntomas similares han necesitado en el último mes.",1.655505833,0.364256875,0.170336,1.117385,134,54
gemma3:1b-it-q8_0,Q8_0,asr_quantized,Q4_0,audio10(dolor cabeza).wav,85.66464037579479,The patient has experienced a strong heat dodge for approximately three hours. The pain is mainly located behind her eyes and become worse when she looks at bright light. She also feels slightly nauseous but has no problems speaking or moving her arms and legs.,"La paciente ha experimentado un fuerte dolor de cabeza durante aproximadamente tres horas. El dolor se localiza principalmente detrás de sus ojos y empeora cuando mira luces brillantes. También siente un poco de náuseas, pero no tiene problemas para hablar o mover los brazos y las piernas.","El paciente ha experimentado un fuerte golpe de calor durante aproximadamente tres horas. El dolor se localiza principalmente detrás de sus ojos y empeora cuando mira luz brillante. También siente un leve náusea, pero no tiene problemas para hablar o mover sus brazos y piernas.",1.65787825,0.36600925,0.172839,1.114144,135,54
gemma3:1b,Q4_K_M,llm_only,REFERENCE,audio01(dolor toracico).wav,80.95129062055413,"The patient reports severe chest pain that started about thirty minutes ago. The pain becomes stronger when he takes a deep breath, and he also feels short of breath. He has no known allergies and has not taken any medication today.",El paciente reporta dolor de pecho severo que comenzó hace unos treinta minutos. El dolor se hace más fuerte cuando respira profundo y también siente falta de aire. No tiene alergias conocidas y no ha tomado ningún medicamento hoy.,El paciente informa dolor torácico severo que comenzó hace aproximadamente treinta minutos. El dolor se vuelve más fuerte al tomar una respiración profunda y también siente falta de aire. No tiene alergias conocidas y no ha tomado ningún medicamento hoy.,1.553627042,0.479815917,0.179847,0.886291,131,49
gemma3:1b,Q4_K_M,llm_only,REFERENCE,audio02(alergia).wav,97.82193029045017,"The patient is allergic to penicillin and should not receive any medication containing it. She developed a severe skin rash after taking penicillin several years ago. She currently has a fever, a sore throat, and difficulty swallowing.","La paciente es alérgica a la penicilina y no debe recibir ningún medicamento que la contenga. Desarrolló una erupción cutánea severa después de tomar penicilina hace varios años. Actualmente tiene fiebre, dolor de garganta y dificultad para tragar.","El paciente es alérgico a la penicilina y no debe recibir ningún medicamento que la contenga. Desarrolló una erupción cutánea severa después de tomar penicilina hace varios años. Actualmente tiene fiebre, dolor de garganta y dificultad para tragar.",1.611174708,0.381644541,0.177745,1.048181,128,58
gemma3:1b,Q4_K_M,llm_only,REFERENCE,audio03(accidente).wav,80.01965228620249,"The patient fell from a bicycle approximately one hour ago and injured his left arm. He can move his fingers, but he feels severe pain near the wrist. There is visible swelling, but there is no active bleeding.","El paciente se cayó de una bicicleta hace aproximadamente una hora y se lesionó el brazo izquierdo. Puede mover los dedos, pero siente un dolor severo cerca de la muñeca. Hay hinchazón visible, pero no hay sangrado activo.","El paciente cayó de una bicicleta aproximadamente una hora antes y se lastimó el brazo izquierdo. Puede mover sus dedos, pero siente dolor intenso cerca del codo. Hay hinchazón visible, pero no hay sangrado activo.",1.368567167,0.365797375,0.174217,0.825802,129,46
gemma3:1b,Q4_K_M,llm_only,REFERENCE,audio04(dolor abdominal).wav,82.00611350801165,"The patient has had abdominal pain since yesterday evening. The pain is mainly located on the lower right side and has gradually become stronger. She also reports nausea and loss of appetite, but she has not vomited.","La paciente ha tenido dolor abdominal desde ayer por la tarde. El dolor se localiza principalmente en el lado inferior derecho y se ha vuelto gradualmente más fuerte. También reporta náuseas y pérdida de apetito, pero no ha vomitado.","El paciente ha tenido dolor abdominal desde anoche. El dolor está principalmente en el lado inferior derecho y se ha vuelto más fuerte gradualmente. También informa náuseas y pérdida de apetito, pero no ha vomitado.",1.374093,0.367619583,0.177121,0.826454,128,46
gemma3:1b,Q4_K_M,llm_only,REFERENCE,audio05(diabetes).wav,83.54094139691122,"The patient has type two diabetes and normally takes medication every morning. Today he forgot to take his medicine and began feeling dizzy and weak during the afternoon. He is conscious and able to speak, but he says his condition is getting worse.","El paciente tiene diabetes tipo dos y normalmente toma medicamentos todas las mañanas. Hoy olvidó tomar su medicina y comenzó a sentirse mareado y débil durante la tarde. Está consciente y puede hablar, pero dice que su condición está empeorando.","El paciente tiene diabetes tipo 2 y toma medicación todos los días. Hoy olvidó tomar su medicación y comenzó a sentirse mareado y débil durante la tarde. Está consciente y puede hablar, pero dice que su condición está empeorando.",1.490385042,0.367852625,0.203294,0.91641,133,51
gemma3:1b,Q4_K_M,llm_only,REFERENCE,audio06(fiebre).wav,81.22769683417039,"The patient has had a high fever since last night and has been feeling extremely tired. She also reports muscle pain, chills, and a persistent headache. She has been drinking water regularly and has not taken any antibiotics.","La paciente ha tenido fiebre alta desde anoche y se ha sentido extremadamente cansada. También reporta dolor muscular, escalofríos y un dolor de cabeza persistente. Ha estado bebiendo agua regularmente y no ha tomado ningún antibiótico.","El paciente ha tenido fiebre alta desde anoche y se siente extremadamente cansada. También informa dolor muscular, temblores y dolor de cabeza persistente. Está bebiendo agua regularmente y no ha tomado ningún antibiótico.",1.385747208,0.363390458,0.176241,0.842729,129,47
gemma3:1b,Q4_K_M,llm_only,REFERENCE,audio07(respiracion).wav,88.39215441887522,The patient has difficulty breathing when walking short distances and sometimes feels pressure in his chest. These symptoms began two days ago and have gradually become worse. He has a history of asthma but has not used his inhaler today.,"El paciente tiene dificultad para respirar al caminar distancias cortas y a veces siente presión en el pecho. Estos síntomas comenzaron hace dos días y han empeorado gradualmente. Tiene antecedentes de asma, pero no ha usado su inhalador hoy.","El paciente tiene dificultad para respirar cuando camina a corta distancia y a veces siente presión en el pecho. Estos síntomas comenzaron hace dos días y han ido empeorando gradualmente. Tiene antecedentes de asma, pero no usó su inhalador hoy.",1.496069792,0.366391,0.175704,0.951312,130,53
gemma3:1b,Q4_K_M,llm_only,REFERENCE,audio08(herida).wav,77.98722743198569,"The patient cut her right hand while preparing food approximately forty minutes ago. The wound is still bleeding slightly, but she can move all of her fingers normally. She reports moderate pain and does not remember when she received her last tetanus vaccine.","La paciente se cortó la mano derecha mientras preparaba comida hace aproximadamente cuarenta minutos. La herida aún sangra levemente, pero puede mover todos sus dedos con normalidad. Reporta dolor moderado y no recuerda cuándo recibió su última vacuna contra el tétanos.","La paciente se cortó la mano derecha aproximadamente cuarenta minutos hace. La herida aún sangra ligeramente, pero puede mover todos sus dedos normalmente. Informa de dolor moderado y no recuerda cuándo recibió su última vacuna contra la tetanus.",1.451847583,0.365239417,0.204975,0.878679,133,49
gemma3:1b,Q4_K_M,llm_only,REFERENCE,audio09(mareo).wav,80.15566351527522,"The patient suddenly became dizzy while standing at work this morning. He did not lose consciousness, but he felt weak and had to sit down immediately. He has eaten very little today and says that similar symptoms happened once last month.","El paciente se mareó repentinamente mientras estaba de pie en el trabajo esta mañana. No perdió el conocimiento, pero se sintió débil y tuvo que sentarse de inmediato. Ha comido muy poco hoy y dice que síntomas similares le ocurrieron una vez el mes pasado.","El paciente se volvió mareado repentinamente mientras estaba en el trabajo esta mañana. No perdió la conciencia, pero sintió debilidad y tuvo que sentarse inmediatamente. Hoy ha comido muy poco y dice que síntomas similares ocurrieron una vez el mes pasado.",1.516175333,0.366927667,0.174448,0.971709,131,54
gemma3:1b,Q4_K_M,llm_only,REFERENCE,audio10(dolor cabeza).wav,86.17603298801289,The patient has experienced a strong headache for approximately three hours. The pain is mainly located behind her eyes and becomes worse when she looks at bright lights. She also feels slightly nauseous but has no problems speaking or moving her arms and legs.,"La paciente ha experimentado un fuerte dolor de cabeza durante aproximadamente tres horas. El dolor se localiza principalmente detrás de sus ojos y empeora cuando mira luces brillantes. También siente un poco de náuseas, pero no tiene problemas para hablar o mover los brazos y las piernas.","El paciente ha experimentado un dolor de cabeza fuerte de aproximadamente tres horas. El dolor está principalmente localizado detrás de sus ojos y empeora cuando mira luces brillantes. También siente un ligero náuseo, pero no tiene problemas para hablar o mover sus brazos y piernas.",1.5252215,0.365080292,0.204585,0.951761,134,53
gemma3:1b,Q4_K_M,asr_high_precision,F32,audio01(dolor toracico).wav,65.18534651871934,"The patient reports several chest pain that started about 30 minutes ago. The pain becomes stronger, win, he takes a deep breath and he also feels short of breath. He has no knowledge and has not taken any medication today.",El paciente reporta dolor de pecho severo que comenzó hace unos treinta minutos. El dolor se hace más fuerte cuando respira profundo y también siente falta de aire. No tiene alergias conocidas y no ha tomado ningún medicamento hoy.,"El paciente informa de varios dolores de pecho que comenzaron hace aproximadamente 30 minutos. El dolor se vuelve más fuerte, se siente como un ""ganando"" y toma una respiración profunda y también se siente sin aliento. No tiene conocimiento y no ha tomado ningún medicamento hoy.",1.61758775,0.366528333,0.202754,1.044857,133,58
gemma3:1b,Q4_K_M,asr_high_precision,F32,audio02(alergia).wav,97.82193029045017,"The patient is allergic to penicillin and should not receive any medication containing it. She developed a severed skin rash after taking penicillin several years ago. She currently has a fever, a sore throat and difficulty is wallowing.","La paciente es alérgica a la penicilina y no debe recibir ningún medicamento que la contenga. Desarrolló una erupción cutánea severa después de tomar penicilina hace varios años. Actualmente tiene fiebre, dolor de garganta y dificultad para tragar.","El paciente es alérgico a la penicilina y no debe recibir ningún medicamento que la contenga. Desarrolló una erupción cutánea severa después de tomar penicilina hace varios años. Actualmente tiene fiebre, dolor de garganta y dificultad para tragar.",1.594437125,0.368378167,0.178036,1.044579,129,58
gemma3:1b,Q4_K_M,asr_high_precision,F32,audio03(accidente).wav,81.02657610625731,"The patient fell from a bicycle approximately one hour ago and injured his left arm. He can move his fingers, but he feels several pain near the waist. There is visible swelling, but there is no active bleeding.","El paciente se cayó de una bicicleta hace aproximadamente una hora y se lesionó el brazo izquierdo. Puede mover los dedos, pero siente un dolor severo cerca de la muñeca. Hay hinchazón visible, pero no hay sangrado activo.","El paciente cayó de una bicicleta aproximadamente una hora antes y se lastimó el brazo izquierdo. Puede mover sus dedos, pero siente varios dolores cerca de la cintura. Hay hinchazón visible, pero no hay sangrado activo.",1.3698065,0.3647825,0.177972,0.823872,129,46
gemma3:1b,Q4_K_M,asr_high_precision,F32,audio04(dolor abdominal).wav,76.08895993875527,"The patient has had abdominal pain since yesterday evening. The pain is mainly located on the lower right side and has gradually become stronger. She also reports nausea and lost of appetite, but she has not vomited.","La paciente ha tenido dolor abdominal desde ayer por la tarde. El dolor se localiza principalmente en el lado inferior derecho y se ha vuelto gradualmente más fuerte. También reporta náuseas y pérdida de apetito, pero no ha vomitado.","El paciente ha tenido dolor abdominal desde anoche. El dolor está principalmente localizado en el lado inferior derecho y ha ido aumentando gradualmente. También informa de náuseas y pérdida de apetito, pero no ha vomitado.",1.371116917,0.366463584,0.17755,0.824188,128,46
gemma3:1b,Q4_K_M,asr_high_precision,F32,audio05(diabetes).wav,76.65301594545504,"The patient has type 2 diabetes and normally takes medication every morning. Today he is far good to take his medicine and began feeling this and weak during the afternoon. He is conscious and able to speak, but he said his condition is getting worse.","El paciente tiene diabetes tipo dos y normalmente toma medicamentos todas las mañanas. Hoy olvidó tomar su medicina y comenzó a sentirse mareado y débil durante la tarde. Está consciente y puede hablar, pero dice que su condición está empeorando.","El paciente tiene diabetes tipo 2 y toma medicación todos los días. Hoy está bien para tomar su medicina y comenzó a sentir esto y débil durante la tarde. Está consciente y puede hablar, pero dijo que su condición está empeorando.",1.474271542,0.3691,0.204243,0.898507,136,50
gemma3:1b,Q4_K_M,asr_high_precision,F32,audio06(fiebre).wav,73.53795147740777,"The patient has had a high fever signs last night and has been feeling extremely tired. She has a reports musical pain, shields and a persistent headache. She has been drinking water regularly and has not taken any antibiotics.","La paciente ha tenido fiebre alta desde anoche y se ha sentido extremadamente cansada. También reporta dolor muscular, escalofríos y un dolor de cabeza persistente. Ha estado bebiendo agua regularmente y no ha tomado ningún antibiótico.","El paciente ha tenido fiebre alta anoche y se siente extremadamente cansada. Tiene dolores musicales, punzantes, en los pliegues y un dolor de cabeza persistente. Está bebiendo agua regularmente y no ha tomado ningún antibiótico.",1.475468625,0.365380791,0.175076,0.932377,129,52
gemma3:1b,Q4_K_M,asr_high_precision,F32,audio07(respiracion).wav,82.8936762450944,The patient has difficulty breathing when walking short distance and sometimes feels pressure in his sheath. Test symptoms began two days ago and have gradually become worse. He has a history of asthma but has not used his inhaler today.,"El paciente tiene dificultad para respirar al caminar distancias cortas y a veces siente presión en el pecho. Estos síntomas comenzaron hace dos días y han empeorado gradualmente. Tiene antecedentes de asma, pero no ha usado su inhalador hoy.","El paciente tiene dificultad para respirar cuando camina a corta distancia y a veces siente presión en su revestimiento. Los síntomas comenzaron hace dos días y han ido empeorando gradualmente. Tiene antecedentes de asma, pero no usó su inhalador hoy.",1.514312458,0.364401625,0.173918,0.97279,130,54
gemma3:1b,Q4_K_M,asr_high_precision,F32,audio08(herida).wav,64.98326348269482,"The patient could her right hand while preparing food approximately 40 minutes ago. The woman is still bleeding slightly, but she can move all of her fingers normally. She reports moderate pain and does not remember when she received her last tetanus vaccine.","La paciente se cortó la mano derecha mientras preparaba comida hace aproximadamente cuarenta minutos. La herida aún sangra levemente, pero puede mover todos sus dedos con normalidad. Reporta dolor moderado y no recuerda cuándo recibió su última vacuna contra el tétanos.","El paciente pudo ver su mano derecha aproximadamente 40 minutos hace poco. La mujer sigue sangrando ligeramente, pero puede mover todas sus dedos normalmente. Informa de dolor moderado y no recuerda cuándo recibió su última vacuna contra la tetanus.",1.458089208,0.371788,0.20475,0.878792,135,49
gemma3:1b,Q4_K_M,asr_high_precision,F32,audio09(mareo).wav,67.3988797495327,"The patient suddenly become disequiled standing at work this morning. He did not lose consciousness, but he felt weak and had to sit down immediately. He has eaten very little today and said that similar symptoms have been made on last month.","El paciente se mareó repentinamente mientras estaba de pie en el trabajo esta mañana. No perdió el conocimiento, pero se sintió débil y tuvo que sentarse de inmediato. Ha comido muy poco hoy y dice que síntomas similares le ocurrieron una vez el mes pasado.","El paciente se convirtió repentinamente en desequilibrado al estar de pie en el trabajo esta mañana. No perdió la conciencia, pero sintió debilidad y tuvo que sentarse inmediatamente. Hoy no ha comido nada y dijo que síntomas similares se han hecho en el mes pasado.",1.634877583,0.364139791,0.206355,1.06073,133,59
gemma3:1b,Q4_K_M,asr_high_precision,F32,audio10(dolor cabeza).wav,76.70658113614634,The patient has experienced a strong heat dutch for approximately 3 hours. The pain is mainly located behind her eyes and becomes worse when she looks at bright light. She also feels slightly nauseous but has no problems speaking or moving her arms and legs.,"La paciente ha experimentado un fuerte dolor de cabeza durante aproximadamente tres horas. El dolor se localiza principalmente detrás de sus ojos y empeora cuando mira luces brillantes. También siente un poco de náuseas, pero no tiene problemas para hablar o mover los brazos y las piernas.","El paciente ha experimentado un fuerte calor en la frente durante aproximadamente 3 horas. El dolor está principalmente localizado detrás de los ojos y empeora al mirar luz brillante. También siente un ligero náusea, pero no tiene problemas para hablar o mover sus brazos y piernas.",1.566655083,0.367134833,0.205777,0.990121,136,55
gemma3:1b,Q4_K_M,asr_quantized,Q8_0,audio01(dolor toracico).wav,65.18534651871934,"The patient reports several chest pain that started about 30 minutes ago. The pain becomes stronger, win, he takes a deep breath and he also feels short of breath. He has no knowledge and has not taken any medication today.",El paciente reporta dolor de pecho severo que comenzó hace unos treinta minutos. El dolor se hace más fuerte cuando respira profundo y también siente falta de aire. No tiene alergias conocidas y no ha tomado ningún medicamento hoy.,"El paciente informa de varios dolores de pecho que comenzaron hace aproximadamente 30 minutos. El dolor se vuelve más fuerte, se siente como un ""ganando"" y toma una respiración profunda y también se siente sin aliento. No tiene conocimiento y no ha tomado ningún medicamento hoy.",1.4716825,0.370018375,0.053653,1.044617999,133,58
gemma3:1b,Q4_K_M,asr_quantized,Q8_0,audio02(alergia).wav,97.82193029045017,"The patient is allergic to penicillin and should not receive any medication containing it. She developed a severed skin rash after taking penicillin several years ago. She currently has a fever, a sore throat and difficulty is wallowing.","La paciente es alérgica a la penicilina y no debe recibir ningún medicamento que la contenga. Desarrolló una erupción cutánea severa después de tomar penicilina hace varios años. Actualmente tiene fiebre, dolor de garganta y dificultad para tragar.","El paciente es alérgico a la penicilina y no debe recibir ningún medicamento que la contenga. Desarrolló una erupción cutánea severa después de tomar penicilina hace varios años. Actualmente tiene fiebre, dolor de garganta y dificultad para tragar.",1.467163333,0.366509083,0.054293,1.042944999,129,58
gemma3:1b,Q4_K_M,asr_quantized,Q8_0,audio03(accidente).wav,81.02657610625731,"The patient fell from a bicycle approximately one hour ago and injured his left arm. He can move his fingers, but he feels several pain near the waist. There is visible swelling, but there is no active bleeding.","El paciente se cayó de una bicicleta hace aproximadamente una hora y se lesionó el brazo izquierdo. Puede mover los dedos, pero siente un dolor severo cerca de la muñeca. Hay hinchazón visible, pero no hay sangrado activo.","El paciente cayó de una bicicleta aproximadamente una hora antes y se lastimó el brazo izquierdo. Puede mover sus dedos, pero siente varios dolores cerca de la cintura. Hay hinchazón visible, pero no hay sangrado activo.",1.25072475,0.373777083,0.051608,0.82227,129,46
gemma3:1b,Q4_K_M,asr_quantized,Q8_0,audio04(dolor abdominal).wav,82.00611350801165,"The patient has had abdominal pain since yesterday evening. The pain is mainly located on the lower right side and has gradually become stronger. She also reports nausea and lost appetite, but she has not vomited.","La paciente ha tenido dolor abdominal desde ayer por la tarde. El dolor se localiza principalmente en el lado inferior derecho y se ha vuelto gradualmente más fuerte. También reporta náuseas y pérdida de apetito, pero no ha vomitado.","El paciente ha tenido dolor abdominal desde anoche. El dolor está principalmente en el lado inferior derecho y se ha vuelto más fuerte gradualmente. También informa náuseas y pérdida de apetito, pero no ha vomitado.",1.369646083,0.365842167,0.175444,0.82521,127,46
gemma3:1b,Q4_K_M,asr_quantized,Q8_0,audio05(diabetes).wav,76.65301594545504,"The patient has type 2 diabetes and normally takes medication every morning. Today he is far good to take his medicine and began feeling this and weak during the afternoon. He is conscious and able to speak, but he said his condition is getting worse.","El paciente tiene diabetes tipo dos y normalmente toma medicamentos todas las mañanas. Hoy olvidó tomar su medicina y comenzó a sentirse mareado y débil durante la tarde. Está consciente y puede hablar, pero dice que su condición está empeorando.","El paciente tiene diabetes tipo 2 y toma medicación todos los días. Hoy está bien para tomar su medicina y comenzó a sentir esto y débil durante la tarde. Está consciente y puede hablar, pero dijo que su condición está empeorando.",1.325492625,0.374388875,0.053251,0.895188,136,50
gemma3:1b,Q4_K_M,asr_quantized,Q8_0,audio06(fiebre).wav,73.53795147740777,"The patient has had a high fever signs last night and has been feeling extremely tired. She has a reports musical pain, shields and a persistent headache. She has been drinking water regularly and has not taken any antibiotics.","La paciente ha tenido fiebre alta desde anoche y se ha sentido extremadamente cansada. También reporta dolor muscular, escalofríos y un dolor de cabeza persistente. Ha estado bebiendo agua regularmente y no ha tomado ningún antibiótico.","El paciente ha tenido fiebre alta anoche y se siente extremadamente cansada. Tiene dolores musicales, punzantes, en los pliegues y un dolor de cabeza persistente. Está bebiendo agua regularmente y no ha tomado ningún antibiótico.",1.354718958,0.36606975,0.051366,0.932969,129,52
gemma3:1b,Q4_K_M,asr_quantized,Q8_0,audio07(respiracion).wav,81.29803456889363,"The patient has difficulty breathing, going well in short distance and sometimes feels pressure in his sheath. Test symptoms began two days ago and have gradually become worse. He has a history of asthma but has not used his inhaler today.","El paciente tiene dificultad para respirar al caminar distancias cortas y a veces siente presión en el pecho. Estos síntomas comenzaron hace dos días y han empeorado gradualmente. Tiene antecedentes de asma, pero no ha usado su inhalador hoy.","El paciente tiene dificultad para respirar, va bien a corta distancia y a veces siente presión en su revestimiento. Los síntomas comenzaron hace dos días y han ido empeorando gradualmente. Tiene antecedentes de asma, pero no usó su inhalador hoy.",1.831961875,0.365783875,0.493988,0.969261,132,54
gemma3:1b,Q4_K_M,asr_quantized,Q8_0,audio08(herida).wav,67.53160545856173,"The patient could her right hand while preparing food approximately 40 minutes ago. The wound is still bleeding slightly, but she can move all of her fingers normally. She reports moderate pain and does not remember when she received her last tetanus vaccine.","La paciente se cortó la mano derecha mientras preparaba comida hace aproximadamente cuarenta minutos. La herida aún sangra levemente, pero puede mover todos sus dedos con normalidad. Reporta dolor moderado y no recuerda cuándo recibió su última vacuna contra el tétanos.","La paciente pudo ver su mano derecha aproximadamente 40 minutos hace poco. La herida sigue sangrando ligeramente, pero puede mover todas sus dedos normalmente. Informa de dolor moderado y no recuerda cuándo recibió su última vacuna contra la tetanus.",1.481901083,0.370235458,0.203355,0.904739,135,50
