format,tensor,tensor_type,shape,n,mae,median_abs_error,max_abs_error,rmse,relative_error_mean,relative_error_median,relative_error_max,relative_threshold,bound_valid_weights,bound_pass_count,bound_pass_percent,bound_ratio_mean,bound_ratio_median,bound_ratio_max
Q8_0,decoder.blocks.3.cross_attn.key.weight,Q8_0,512x512,262144,0.00011433422082518518,0.00010156631469726562,0.000957489013671875,0.00014280110361697415,0.029124219993477814,0.006804281345565749,1.0,1e-08,262144,260519,99.38011169433594,0.48561532158161047,0.4834551804876153,1.115009746588694
Q8_0,decoder.blocks.3.cross_attn.value.weight,Q8_0,512x512,262144,8.381183761230204e-05,7.724761962890625e-05,0.00061798095703125,0.00010198851718006685,0.028102869570682792,0.006625791139240506,1.0,1e-08,262144,260417,99.34120178222656,0.486097773349083,0.48378324979466386,1.1007751937984496
Q8_0,decoder.blocks.3.cross_attn.out.weight,Q8_0,512x512,262144,7.593932605232112e-05,6.866455078125e-05,0.00075531005859375,9.360415386497991e-05,0.02685593426233719,0.006480823863636364,1.0,1e-08,262144,260311,99.30076599121094,0.4856335154122954,0.48326055312954874,1.1033138401559455
Q8_0,decoder.blocks.4.mlp.0.weight,Q8_0,512x2048,1048576,0.00010823261209225166,0.00010061264038085938,0.0013580322265625,0.00013176510258624996,0.026918870319473057,0.006533375314861461,1.0,1e-08,1048576,1041611,99.33576583862305,0.4861520325461067,0.4841875681570338,1.1111111111111112
Q8_0,decoder.blocks.4.mlp.2.weight,Q8_0,2048x512,1048576,0.00011492493410969473,0.00010609626770019531,0.00133514404296875,0.0001412480090440278,0.029051235210439723,0.0070528644865522966,1.0,1e-08,1048576,1042019,99.37467575073242,0.48633191413746735,0.48466257668711654,1.1102439024390245
Q8_0,decoder.blocks.4.attn.query.weight,Q8_0,512x512,262144,0.0001298244937970594,0.000118255615234375,0.0010051727294921875,0.00015966140314294995,0.027197761716529073,0.006614963503649635,1.0,1e-08,262144,260373,99.32441711425781,0.4854119787462713,0.4834149863201277,1.1121951219512196
Q8_0,decoder.blocks.4.attn.key.weight,Q8_0,512x512,262144,0.00013202324112171482,0.00011920928955078125,0.0011501312255859375,0.00016388050463211752,0.02771641515797823,0.006646555227720744,1.0,1e-08,262144,260397,99.33357238769531,0.48571257538906837,0.4832118819290865,1.098901098901099
Q8_0,decoder.blocks.4.attn.value.weight,Q8_0,512x512,262144,0.00010227597977063851,9.417533874511719e-05,0.000911712646484375,0.00012467986853630672,0.028545063983994513,0.0067729334677419355,1.0,1e-08,262144,260448,99.35302734375,0.48467291704809995,0.48243559718969553,1.0823311748381128
Q8_0,decoder.blocks.4.attn.out.weight,Q8_0,512x512,262144,8.978013852356526e-05,7.963180541992188e-05,0.0012359619140625,0.00011218317072429959,0.02583130799702033,0.006313344594594594,1.0,1e-08,262144,260394,99.33242797851562,0.4857317028719731,0.48331415420023016,1.104635761589404
Q8_0,decoder.blocks.4.cross_attn.query.weight,Q8_0,512x512,262144,0.0001223697565819748,0.00011396408081054688,0.0007772445678710938,0.00014852334648782746,0.027909245655560324,0.006652520111389734,1.0,1e-08,262144,260420,99.34234619140625,0.48598267779245957,0.4843515000728463,1.1219512195121952
Q8_0,decoder.blocks.4.cross_attn.key.weight,Q8_0,512x512,262144,0.00011909778231711243,0.00010585784912109375,0.0010881423950195312,0.0001503036840739996,0.03031844569752126,0.0068653376729048005,1.0,1e-08,262144,260468,99.36065673828125,0.4847102525502538,0.4822543694445713,1.0774907749077491
Q8_0,decoder.blocks.4.cross_attn.value.weight,Q8_0,512x512,262144,0.00010676647366381076,9.989738464355469e-05,0.0005588531494140625,0.00012905478803282845,0.02974881648962346,0.00670223841749089,1.0,1e-08,262144,260486,99.36752319335938,0.4865446936535039,0.4854841973528331,1.1141463414634147
Q8_0,decoder.blocks.4.cross_attn.out.weight,Q8_0,512x512,262144,9.215319869326777e-05,8.559226989746094e-05,0.0007085800170898438,0.00011190315977595073,0.02503283367221262,0.006246053037209677,1.0,1e-08,262144,260227,99.26872253417969,0.4869289809518516,0.4849462673387478,1.0994152046783625
Q8_0,decoder.blocks.5.mlp.0.weight,Q8_0,512x2048,1048576,0.00011169175212444316,0.000102996826171875,0.0015411376953125,0.00013754285983223237,0.026248450900803147,0.006411164746810233,1.0,1e-08,1048576,1041509,99.3260383605957,0.4852730068815614,0.4828337874659401,1.12
Q8_0,decoder.blocks.5.mlp.2.weight,Q8_0,2048x512,1048576,0.00013158109442201749,0.00011968612670898438,0.0038299560546875,0.00016642029910136775,0.0294408303604739,0.0070140280561122245,1.0,1e-08,1048576,1041962,99.3692398071289,0.48582879440724414,0.48397169445244287,1.098153547133139
Q8_0,decoder.blocks.5.attn.query.weight,Q8_0,512x512,262144,0.0001164906752819661,0.00010895729064941406,0.0008411407470703125,0.0001409874517867134,0.02720843309430863,0.006564985318886397,1.0,1e-08,262144,260381,99.32746887207031,0.486483455732933,0.48476291655496756,1.092896174863388
Q8_0,decoder.blocks.5.attn.key.weight,Q8_0,512x512,262144,0.00012033840607728052,0.00011086463928222656,0.00103759765625,0.00014712877285624052,0.029215472194296512,0.006984655471916619,1.0,1e-08,262144,260478,99.36447143554688,0.48731857383417576,0.4861665063925717,1.087378640776699
Q8_0,decoder.blocks.5.attn.value.weight,Q8_0,512x512,262144,0.0001223987940193183,0.00011134147644042969,0.001224517822265625,0.0001500561777075349,0.029382868230191143,0.006997476418192983,1.0,1e-08,262144,260447,99.35264587402344,0.4862487283802302,0.48434581930367016,1.0926829268292684
Q8_0,decoder.blocks.5.attn.out.weight,Q8_0,512x512,262144,0.0001085369372049172,9.632110595703125e-05,0.001422882080078125,0.00013613278999994918,0.025052330804508798,0.00625,1.0,1e-08,262144,260370,99.32327270507812,0.4862642291505924,0.4845109196126518,1.0972762645914398
Q8_0,decoder.blocks.5.cross_attn.query.weight,Q8_0,512x512,262144,0.00012496903309511254,0.0001163482666015625,0.0008640289306640625,0.00015182172941977055,0.028008216027071695,0.006578947368421052,1.0,1e-08,262144,260385,99.32899475097656,0.48603874434145067,0.48376685784073914,1.1041869522882182
Q8_0,decoder.blocks.5.cross_attn.key.weight,Q8_0,512x512,262144,0.00012436435440577043,0.00010967254638671875,0.001323699951171875,0.00015858594664616728,0.031815250718031006,0.007198033707865169,1.0,1e-08,262144,260450,99.35379028320312,0.48683166984678095,0.4854657633418695,1.0950048971596473
Q8_0,decoder.blocks.5.cross_attn.value.weight,Q8_0,512x512,262144,0.00016179937983906711,0.0001468658447265625,0.00251007080078125,0.00020198008189887168,0.031156979220210483,0.006883510320533949,1.0,1e-08,262144,260440,99.3499755859375,0.4864761437128161,0.48517520215633425,1.086829268292683
Q8_0,decoder.blocks.5.cross_attn.out.weight,Q8_0,512x512,262144,0.00012763977315444208,0.00011444091796875,0.0012969970703125,0.0001575450596099277,0.025468534877015035,0.0061814831403710045,1.0,1e-08,262144,260265,99.28321838378906,0.4853504795955183,0.48334549720403386,1.0965853658536586
Q8_0,encoder.conv1.weight,F16,3x80x512,122880,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1e-08,0,0,nan,nan,nan,nan
Q8_0,encoder.conv2.weight,F16,3x512x512,786432,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1e-08,0,0,nan,nan,nan,nan
Q8_0,encoder.blocks.0.mlp.0.weight,Q8_0,512x2048,1048576,0.00012660726088142837,0.00010967254638671875,0.0015239715576171875,0.0001604010869718019,0.04161915028475143,0.008863871635610766,1.0,1e-08,1048576,1042953,99.46374893188477,0.4857718435921949,0.4836272040302267,1.1082926829268294
Q8_0,encoder.blocks.0.mlp.2.weight,Q8_0,2048x512,1048576,0.00011373488899835138,9.584426879882812e-05,0.00183868408203125,0.00014676779746045917,0.03330074848164101,0.007997875623736583,1.0,1e-08,1048576,1042559,99.42617416381836,0.4856559089198207,0.4835164835164835,1.118048780487805
Q8_0,encoder.blocks.0.attn.query.weight,Q8_0,512x512,262144,0.00012304121582928929,7.236003875732422e-05,0.00220489501953125,0.00019537078966013255,0.10084406818113605,0.010211687537268933,1.0,1e-08,262144,260907,99.52812194824219,0.48357049786467665,0.4801530587036125,1.1020408163265305
Q8_0,encoder.blocks.0.attn.key.weight,Q8_0,512x512,262144,0.00013364983669816866,7.62939453125e-05,0.00273895263671875,0.00021769115162052711,0.12565402615094098,0.01106686590306084,1.0,1e-08,262144,260892,99.52239990234375,0.47304002952050267,0.4656964656964657,1.089579524680073
Q8_0,encoder.blocks.0.attn.value.weight,Q8_0,512x512,262144,0.00012584199430420995,0.00010037422180175781,0.0011119842529296875,0.00016474111023770822,0.08298642511720511,0.00957807953443259,1.0,1e-08,262144,260745,99.46632385253906,0.48604938433141254,0.4840840840840841,1.1090342679127725
Q8_0,encoder.blocks.0.attn.out.weight,Q8_0,512x512,262144,0.00010897012907662429,7.343292236328125e-05,0.00156402587890625,0.00016086980593460644,0.028964734382729635,0.00693328336408364,1.0,1e-08,262144,260451,99.35417175292969,0.48634640090975567,0.48440366972477067,1.1082926829268294
Q8_0,encoder.blocks.1.mlp.0.weight,Q8_0,512x2048,1048576,0.00011615902667472255,0.00010633468627929688,0.001331329345703125,0.00014262868218715868,0.035348977034831516,0.007161458333333333,1.0,1e-08,1048576,1042003,99.37314987182617,0.4860194890462078,0.4840640648186538,1.1072124756335282
Q8_0,encoder.blocks.1.mlp.2.weight,Q8_0,2048x512,1048576,0.00011655536104626663,0.00010347366333007812,0.001674652099609375,0.00014561258533767925,0.030007608023030003,0.0072852760736196315,1.0,1e-08,1048576,1042058,99.3783950805664,0.486501422175248,0.4849557522123894,1.12
Q8_0,encoder.blocks.1.attn.query.weight,Q8_0,512x512,262144,0.0001369759945646365,0.00011965632438659668,0.0014934539794921875,0.0001736818371621524,0.036003108587154914,0.007543103448275862,1.0,1e-08,262144,260539,99.38774108886719,0.4870498061349905,0.4861316133703703,1.1189083820662769
Q8_0,encoder.blocks.1.attn.key.weight,Q8_0,512x512,262144,0.00014558180487256323,0.0001163482666015625,0.0021209716796875,0.00020462463158989663,0.04056466806250894,0.008016513056835638,1.0,1e-08,262144,260568,99.3988037109375,0.48662934920844075,0.4850498338870432,1.1111111111111112
Q8_0,encoder.blocks.1.attn.value.weight,Q8_0,512x512,262144,0.00010267828133692092,9.34600830078125e-05,0.00098419189453125,0.0001259856497350194,0.03437546554013457,0.007191580323706204,1.0,1e-08,262144,260564,99.39727783203125,0.48477954454058786,0.48175182481751827,1.0985365853658537
Q8_0,encoder.blocks.1.attn.out.weight,Q8_0,512x512,262144,9.039655901688093e-05,7.82012939453125e-05,0.00164794921875,0.00011619532633886155,0.026422018177086774,0.006427626725129636,1.0,1e-08,262144,260452,99.35455322265625,0.48537855321890655,0.48249643039311746,1.0915254237288134
Q8_0,encoder.blocks.2.mlp.0.weight,Q8_0,512x2048,1048576,0.00011018014453156866,0.00010251998901367188,0.001018524169921875,0.00013405073742844934,0.02981048916168548,0.006585612968591692,1.0,1e-08,1048576,1041599,99.33462142944336,0.48619788914240675,0.48415179916090334,1.0922509225092252
Q8_0,encoder.blocks.2.mlp.2.weight,Q8_0,2048x512,1048576,0.00012805453661712818,0.00011682510375976562,0.001636505126953125,0.00015814402050130246,0.02999249897263882,0.007231404958677686,1.0,1e-08,1048576,1042038,99.3764877319336,0.48615402785815126,0.48450704225352115,1.1286307053941909
Q8_0,encoder.blocks.2.attn.query.weight,Q8_0,512x512,262144,0.0001244629297616484,0.0001068115234375,0.001216888427734375,0.0001596345313306826,0.03123437558908579,0.007276010807429673,1.0,1e-08,262144,260512,99.37744140625,0.4858399000484371,0.4838926268250885,1.0746268656716418
Q8_0,encoder.blocks.2.attn.key.weight,Q8_0,512x512,262144,0.00013119761683810793,0.000102996826171875,0.00206756591796875,0.0001883377924539599,0.03378613707980787,0.007583525653494269,1.0,1e-08,262144,260560,99.395751953125,0.48565639481775313,0.4827586206896552,1.092896174863388
Q8_0,encoder.blocks.2.attn.value.weight,Q8_0,512x512,262144,0.00011455642925284337,0.00010585784912109375,0.0008916854858398438,0.00013928770921876844,0.03224474559568463,0.007110280395694885,1.0,1e-08,262144,260546,99.39041137695312,0.4861322106642838,0.4837465564738292,1.083743842364532
Q8_0,encoder.blocks.2.attn.out.weight,Q8_0,512x512,262144,0.00010298130041519471,9.107589721679688e-05,0.0013580322265625,0.00013163941458062367,0.025483861410721006,0.00634866163349348,1.0,1e-08,262144,260347,99.31449890136719,0.4847399396739276,0.4821783268630945,1.1269487750556793
Q8_0,encoder.blocks.3.mlp.0.weight,Q8_0,512x2048,1048576,0.0001100040590813478,0.0001010894775390625,0.00263214111328125,0.00013694291423121515,0.0306502976188373,0.006599729241877256,1.0,1e-08,1048576,1041624,99.33700561523438,0.4859242095735049,0.4840685545376169,1.096774193548387
Q8_0,encoder.blocks.3.mlp.2.weight,Q8_0,2048x512,1048576,0.00012989647126460113,0.0001201629638671875,0.0022373199462890625,0.0001606601571678006,0.028561727812886805,0.006877769571639586,1.0,1e-08,1048576,1041630,99.33757781982422,0.48555474361510575,0.4836003051106026,1.1691648822269807
Q8_0,encoder.blocks.3.attn.query.weight,Q8_0,512x512,262144,0.00012768482270075765,0.00011444091796875,0.00113677978515625,0.00015946781102820775,0.03009014356165106,0.006989180805839758,1.0,1e-08,262144,260414,99.34005737304688,0.4858126178447403,0.48423075223164347,1.1121951219512196
Q8_0,encoder.blocks.3.attn.key.weight,Q8_0,512x512,262144,0.00013144887248017767,0.00010836124420166016,0.001865386962890625,0.00018022371532453352,0.03256133987694988,0.007370008089650824,1.0,1e-08,262144,260551,99.39231872558594,0.4856424164361629,0.4834331910211794,1.087719298245614
Q8_0,encoder.blocks.3.attn.value.weight,Q8_0,512x512,262144,0.00011218315171390714,0.000102996826171875,0.000946044921875,0.00013715853588685956,0.031013055915447212,0.006882967422096317,1.0,1e-08,262144,260510,99.37667846679688,0.48652128151986784,0.48498845265588914,1.0978956999085088
Q8_0,encoder.blocks.3.attn.out.weight,Q8_0,512x512,262144,0.00010204917225564714,8.7738037109375e-05,0.0012264251708984375,0.00013379493727971845,0.026512415379493608,0.006485849056603774,1.0,1e-08,262144,260278,99.28817749023438,0.4858208944937841,0.48235717613179185,1.1652173913043478
Q8_0,encoder.blocks.4.mlp.0.weight,Q8_0,512x2048,1048576,0.00011978716241856091,0.000110626220703125,0.0016021728515625,0.00014553048284688755,0.026934058119157084,0.0066167574107683005,1.0,1e-08,1048576,1041654,99.3398666381836,0.4859610699603264,0.4841104044046504,1.1121951219512196
Q8_0,encoder.blocks.4.mlp.2.weight,Q8_0,2048x512,1048576,0.00013483758982602012,0.00012445449829101562,0.0013942718505859375,0.0001644327794677683,0.02824728748218401,0.00684931506849315,1.0,1e-08,1048576,1041443,99.31974411010742,0.4859893643038712,0.4837758112094395,1.2584269662921348
Q8_0,encoder.blocks.4.attn.query.weight,Q8_0,512x512,262144,0.0001153218402123457,0.00010395050048828125,0.00113677978515625,0.00014355929389086328,0.028641957001464973,0.006738772189774981,1.0,1e-08,262144,260434,99.34768676757812,0.48589036783319267,0.4835164835164835,1.0894941634241244
Q8_0,encoder.blocks.4.attn.key.weight,Q8_0,512x512,262144,0.0001148864373590186,0.00010204315185546875,0.0016937255859375,0.0001462531200091668,0.028692417529284066,0.006777215032269508,1.0,1e-08,262144,260437,99.34883117675781,0.48583312517317667,0.48313384113166485,1.0922509225092252
Q8_0,encoder.blocks.4.attn.value.weight,Q8_0,512x512,262144,0.00011401145934542001,0.0001068115234375,0.000682830810546875,0.00013786092368024688,0.028965422423073674,0.0065813696612665685,1.0,1e-08,262144,260412,99.33929443359375,0.48558091703412254,0.48379249504696753,1.0935779816513762
Q8_0,encoder.blocks.4.attn.out.weight,Q8_0,512x512,262144,0.00010530865006330714,9.608268737792969e-05,0.001132965087890625,0.00013082015214621053,0.02693951454731564,0.006433208351745766,1.0,1e-08,262144,260355,99.31755065917969,0.4863701884492756,0.4842105263157895,1.2584269662921348
Q8_0,encoder.blocks.5.mlp.0.weight,Q8_0,512x2048,1048576,0.00012359410339968235,0.00011205673217773438,0.00165557861328125,0.00015225021518760324,0.027747841702662347,0.006628182305479331,1.0,1e-08,1048576,1041368,99.31259155273438,0.4859412746920473,0.48398576512455516,1.1403197158081706
Q8_0,encoder.blocks.5.mlp.2.weight,Q8_0,2048x512,1048576,0.0001514898334562531,0.0001373291015625,0.0012664794921875,0.000186112582217697,0.03190821443964048,0.007305194805194805,1.0,1e-08,1048576,1041856,99.359130859375,0.4860352740362712,0.4837465564738292,1.302325581395349
Q8_0,encoder.blocks.5.attn.query.weight,Q8_0,512x512,262144,0.00011279773752903566,0.000102996826171875,0.0011692047119140625,0.00013922396083898276,0.02883332697496356,0.006799163179916318,1.0,1e-08,262144,260439,99.34959411621094,0.4856597584757074,0.48377749012378635,1.0819672131147542
Q8_0,encoder.blocks.5.attn.key.weight,Q8_0,512x512,262144,0.00011388360030650801,0.00010061264038085938,0.001613616943359375,0.00014648696976342113,0.02991959011826034,0.00701530612244898,1.0,1e-08,262144,260445,99.35188293457031,0.4862707503274068,0.4846238117716024,1.0779510022271714
Q8_0,encoder.blocks.5.attn.value.weight,Q8_0,512x512,262144,0.00013266975861370156,0.00012445449829101562,0.0008525848388671875,0.00016010297901236225,0.028613948886578967,0.00654385248089326,1.0,1e-08,262144,260338,99.31106567382812,0.48607040206137087,0.484472049689441,1.0809756097560976
Q8_0,encoder.blocks.5.attn.out.weight,Q8_0,512x512,262144,0.00012145805430918699,0.00011157989501953125,0.001953125,0.00014983659281323083,0.02677073620649034,0.006375227686703097,1.0,1e-08,262144,260283,99.29008483886719,0.48575904533633923,0.4835164835164835,1.1762376237623762
Q5_1,decoder.token_embedding.weight,Q5_1,512x51865,26554880,0.0006482160340463618,0.000579833984375,0.0050506591796875,0.0008262202491743027,0.25151308829079105,0.029886032977691563,42753.0,1e-08,26554880,26490615,99.75799175142195,0.4691792799240534,0.46678023850085176,1.0282926829268293
Q5_1,decoder.blocks.0.mlp.0.weight,Q5_1,512x2048,1048576,0.0007757889941331086,0.00074005126953125,0.0045928955078125,0.0009440645908927635,0.3401782263883254,0.04488888888888889,19711.0,1e-08,1048576,1046089,99.76282119750977,0.4687795380567356,0.46632124352331605,1.0236518448438978
Q5_1,decoder.blocks.0.mlp.2.weight,Q5_1,2048x512,1048576,0.000686843325127029,0.00064849853515625,0.004913330078125,0.0008417292975821187,0.4993946886946083,0.04848866498740554,26303.0,1e-08,1048576,1046085,99.7624397277832,0.46861865269059744,0.4659674864710282,1.0239410681399632
Q5_1,decoder.blocks.0.attn.query.weight,Q5_1,512x512,262144,0.001301806203855449,0.00110626220703125,0.008109092712402344,0.0016694581690860708,0.4492615098832754,0.05220667724913649,15702.333333333334,1e-08,262144,261542,99.77035522460938,0.47001304977475605,0.46887139320329546,1.0216825672159584
Q5_1,decoder.blocks.0.attn.key.weight,Q5_1,512x512,262144,0.0013360001821638434,0.00112152099609375,0.0092010498046875,0.0017286665662425897,0.4723705955340098,0.053556172439414976,15745.0,1e-08,262144,261520,99.761962890625,0.46904268276139727,0.46660846542297396,1.0242990654205608
Q5_1,decoder.blocks.0.attn.value.weight,Q5_1,512x512,262144,0.0006005661109611538,0.000537872314453125,0.003116607666015625,0.0007499287035260806,0.36071673591198233,0.04773438340226244,8545.0,1e-08,262144,261483,99.74784851074219,0.4694645671797546,0.4672897196261682,1.0185873605947955
Q5_1,decoder.blocks.0.attn.out.weight,Q5_1,512x512,262144,0.0005606883942164131,0.00048828125,0.0044708251953125,0.0007107078611339067,0.3882879827993551,0.0475177304964539,12321.0,1e-08,262144,261507,99.75700378417969,0.469306406425551,0.4677544677544678,1.0274881516587677
Q5_1,decoder.blocks.0.cross_attn.query.weight,Q5_1,512x512,262144,0.0008143933350766019,0.00070953369140625,0.005096435546875,0.0010443787179188705,1.2280728962202339,0.049959049959049956,14977.0,1e-08,262144,261492,99.75128173828125,0.46883818958897794,0.4667114996637525,1.0255924170616113
Q5_1,decoder.blocks.0.cross_attn.key.weight,Q5_1,512x512,262144,0.0007576855589377374,0.000637054443359375,0.00872802734375,0.0010036135069226976,0.4427863838678667,0.04777070063694268,8063.0,1e-08,262144,261467,99.74174499511719,0.46927118525836675,0.4673157162726008,1.0242483026188167
Q5_1,decoder.blocks.0.cross_attn.value.weight,Q5_1,512x512,262144,0.0005308713061822345,0.0004825592041015625,0.002765655517578125,0.000660776903616451,0.3961086390893093,0.046875,11137.0,1e-08,262144,261481,99.74708557128906,0.46967351995290585,0.4672897196261682,1.0217186024551463
Q5_1,decoder.blocks.0.cross_attn.out.weight,Q5_1,512x512,262144,0.0004920706132907071,0.00045013427734375,0.00760650634765625,0.0006143546323660194,0.39600291386334197,0.04737147786275844,7855.0,1e-08,262144,261489,99.75013732910156,0.46825170073689093,0.46537258100802315,1.024085637823372
Q5_1,decoder.blocks.1.mlp.0.weight,Q5_1,512x2048,1048576,0.0007872291381545438,0.0007495880126953125,0.0045013427734375,0.000957890954340505,0.360298779893523,0.045665122435473195,24543.0,1e-08,1048576,1046061,99.76015090942383,0.4693177023449271,0.4665856622114216,1.0266299357208448
Q5_1,decoder.blocks.1.mlp.2.weight,Q5_1,2048x512,1048576,0.000718218062388587,0.0006814002990722656,0.0073394775390625,0.0008780773934344831,0.39737466569904123,0.04843832715722605,21119.0,1e-08,1048576,1046100,99.76387023925781,0.46893847115008125,0.4668587896253602,1.0278578290105667
Q5_1,decoder.blocks.1.attn.query.weight,Q5_1,512x512,262144,0.0007775428825880226,0.0005750656127929688,0.0066986083984375,0.0010663597390775542,8.670201676380874,0.07651006711409396,57855.0,1e-08,262144,261474,99.74441528320312,0.46948502628961086,0.4671986756372435,1.0200481154771452
Q5_1,decoder.blocks.1.attn.key.weight,Q5_1,512x512,262144,0.0008402525863857591,0.0006267130374908447,0.00634765625,0.001137025898958167,11.420180121867137,0.07512626262626262,46977.0,1e-08,262144,261427,99.72648620605469,0.46975013238384133,0.4672617273399384,1.0248075278015398
Q5_1,decoder.blocks.1.attn.value.weight,Q5_1,512x512,262144,0.0006577985188869206,0.0005784928798675537,0.0035088062286376953,0.0008264800695949155,6.873298167533424,0.07713319699215636,27775.0,1e-08,262144,261485,99.74861145019531,0.46721740242796944,0.4628855811554453,1.0238290879211176
Q5_1,decoder.blocks.1.attn.out.weight,Q5_1,512x512,262144,0.0005688698911399115,0.0004749298095703125,0.011627197265625,0.0007571224250140292,0.3344430796748511,0.048521432104924614,3529.6666666666665,1e-08,262144,261522,99.76272583007812,0.4692731266920005,0.46673095467695275,1.0226654578422485
Q5_1,decoder.blocks.1.cross_attn.query.weight,Q5_1,512x512,262144,0.0007842805291602417,0.0007381439208984375,0.0039520263671875,0.0009621079087577715,0.820809779222937,0.04780701754385965,27841.0,1e-08,262144,261541,99.76997375488281,0.46964275086179585,0.46826281976774903,1.0201042442293373
Q5_1,decoder.blocks.1.cross_attn.key.weight,Q5_1,512x512,262144,0.0007656777315787622,0.000698089599609375,0.00438690185546875,0.0009497926427208867,0.41398596341976623,0.046341463414634146,7849.666666666667,1e-08,262144,261473,99.74403381347656,0.4698644441022126,0.4680957927695908,1.0215934475055846
Q5_1,decoder.blocks.1.cross_attn.value.weight,Q5_1,512x512,262144,0.0005868658574854635,0.00054931640625,0.0033721923828125,0.0007214620251098169,0.3792557756180117,0.046600877192982455,5057.0,1e-08,262144,261457,99.73793029785156,0.4699607513975609,0.46788356744677484,1.0196078431372548
Q5_1,decoder.blocks.1.cross_attn.out.weight,Q5_1,512x512,262144,0.0005277437589938927,0.0004901885986328125,0.0048828125,0.0006546712101305392,0.31269768448340873,0.04730749874182184,1921.0,1e-08,262144,261503,99.75547790527344,0.4698904167707362,0.46875,1.0255057167985928
Q5_1,decoder.blocks.2.mlp.0.weight,Q5_1,512x2048,1048576,0.0007531337686259576,0.0007114410400390625,0.0148773193359375,0.0009310858895021387,0.37166922986783957,0.04614053874410852,27681.0,1e-08,1048576,1046059,99.75996017456055,0.4697784789327813,0.46753434970826274,1.0236518448438978
Q5_1,decoder.blocks.2.mlp.2.weight,Q5_1,2048x512,1048576,0.0007088455455459552,0.0006685256958007812,0.01605224609375,0.0008722160988961421,0.5062019476318564,0.04931093884582256,36417.0,1e-08,1048576,1045978,99.75223541259766,0.46882234415768537,0.4659396885108341,1.021617293835068
Q5_1,decoder.blocks.2.attn.query.weight,Q5_1,512x512,262144,0.0011193883005944372,0.00095367431640625,0.0066070556640625,0.001431493084613909,1.3950898757466677,0.049315068493150684,15937.0,1e-08,262144,261506,99.75662231445312,0.4684813206210392,0.46573681018799273,1.0245139475908707
Q5_1,decoder.blocks.2.attn.key.weight,Q5_1,512x512,262144,0.0009815857647481607,0.0007572174072265625,0.0113067626953125,0.0013568156771380769,1.9852802296979832,0.05185825410544512,28159.0,1e-08,262144,261476,99.74517822265625,0.4695341016488085,0.467396294965465,1.0226654578422485
Q5_1,decoder.blocks.2.attn.value.weight,Q5_1,512x512,262144,0.0005429597988495516,0.00045013427734375,0.003914475440979004,0.0006988967472528023,0.8748050725213136,0.049583741429970615,7743.0,1e-08,262144,261477,99.74555969238281,0.4701162590093453,0.46832348068194074,1.0198383541513594
Q5_1,decoder.blocks.2.attn.out.weight,Q5_1,512x512,262144,0.0005085484547180386,0.000438690185546875,0.00925445556640625,0.0006583579155594081,0.5834356694134827,0.05318305008187002,14625.0,1e-08,262144,261500,99.75433349609375,0.469207247365376,0.4669147311964054,1.0214752567693743
Q5_1,decoder.blocks.2.cross_attn.query.weight,Q5_1,512x512,262144,0.0007285120436790748,0.0006694793701171875,0.004207611083984375,0.0009028302634317599,0.45127383710736646,0.04798077489630692,9633.0,1e-08,262144,261505,99.75624084472656,0.4694781820811609,0.4675740592473979,1.0200481154771452
Q5_1,decoder.blocks.2.cross_attn.key.weight,Q5_1,512x512,262144,0.0007131142654088762,0.000644683837890625,0.0044403076171875,0.0008926711906950096,0.3841338495131462,0.0475,13889.0,1e-08,262144,261485,99.74861145019531,0.4696600724101889,0.4674272569964758,1.0263414634146342
Q5_1,decoder.blocks.2.cross_attn.value.weight,Q5_1,512x512,262144,0.0005795156293970649,0.000530242919921875,0.004825592041015625,0.0007218081005665182,0.39907924957897195,0.047802621434078645,10849.0,1e-08,262144,261471,99.74327087402344,0.4697933019172925,0.4681717285811553,1.0240615976900866
Q5_1,decoder.blocks.2.cross_attn.out.weight,Q5_1,512x512,262144,0.0005257525474462454,0.0004730224609375,0.005657196044921875,0.0006671583455619398,0.4185208781093946,0.046987951807228916,5953.0,1e-08,262144,261488,99.749755859375,0.4693747337792575,0.4669260700389105,1.0236966824644549
Q5_1,decoder.blocks.3.mlp.0.weight,Q5_1,512x2048,1048576,0.0007532174220727939,0.000713348388671875,0.00617218017578125,0.0009197804827822687,0.37153791474666853,0.04660347551342812,32385.0,1e-08,1048576,1046028,99.75700378417969,0.46922153852736,0.46662657847263983,1.0251517779705117
Q5_1,decoder.blocks.3.mlp.2.weight,Q5_1,2048x512,1048576,0.000683929514650572,0.000644683837890625,0.0064697265625,0.0008386083109215183,0.4317347906520206,0.04950495049504951,23679.0,1e-08,1048576,1045962,99.7507095336914,0.4689153742209574,0.4662209170259246,1.0208667736757624
Q5_1,decoder.blocks.3.attn.query.weight,Q5_1,512x512,262144,0.0009485589223459101,0.0008544921875,0.005574703216552734,0.001182289259542341,0.42084253459675214,0.047487745098039214,2748.076923076923,1e-08,262144,261498,99.75357055664062,0.469037348561035,0.46584308758221804,1.022439024390244
Q5_1,decoder.blocks.3.attn.key.weight,Q5_1,512x512,262144,0.0009442182663406129,0.000843048095703125,0.005288302898406982,0.0011850003677937706,0.627095996040757,0.04848532167395378,17238.333333333332,1e-08,262144,261453,99.73640441894531,0.469875932863583,0.46795675515052465,1.0204081632653061
