model,model_path,repetition,audio,audio_seconds,inference_seconds,rtf,word_errors,reference_words,wer,char_errors,reference_characters,cer,reference_en,hypothesis_en
"F16","/Users/williamsacc/Documents/estudio_casos_asr/whisper.cpp/models/ggml-base-f16.bin",1,"audio06(fiebre).wav",21.248000000,0.638199541,0.030035746,5,38,0.131578947,13,220,0.059090909,"The patient has had a high fever since last night and has been feeling extremely tired. She also reports muscle pain, chills, and a persistent headache. She has been drinking water regularly and has not taken any antibiotics.","The patient has had a high fever signs last night and has been feeling extremely tired. She has a reports musical pain, shields and a persistent headache. She has been drinking water regularly and has not taken any antibiotics."
"F16","/Users/williamsacc/Documents/estudio_casos_asr/whisper.cpp/models/ggml-base-f16.bin",1,"audio07(respiracion).wav",22.656000000,0.654056125,0.028869003,3,40,0.075000000,6,235,0.025531915,"The patient has difficulty breathing when walking short distances and sometimes feels pressure in his chest. These symptoms began two days ago and have gradually become worse. He has a history of asthma but has not used his inhaler today.","The patient has difficulty breathing when walking short distance and sometimes feels pressure in his sheath. Test symptoms began two days ago and have gradually become worse. He has a history of asthma but has not used his inhaler today."
"F16","/Users/williamsacc/Documents/estudio_casos_asr/whisper.cpp/models/ggml-base-f16.bin",1,"audio08(herida).wav",22.613333333,0.687076250,0.030383679,3,43,0.069767442,11,256,0.042968750,"The patient cut her right hand while preparing food approximately forty minutes ago. The wound is still bleeding slightly, but she can move all of her fingers normally. She reports moderate pain and does not remember when she received her last tetanus vaccine.","The patient could her right hand while preparing food approximately 40 minutes ago. The woman is still bleeding slightly, but she can move all of her fingers normally. She reports moderate pain and does not remember when she received her last tetanus vaccine."
"F16","/Users/williamsacc/Documents/estudio_casos_asr/whisper.cpp/models/ggml-base-f16.bin",1,"audio09(mareo).wav",23.957333333,0.674583125,0.028157688,8,41,0.195121951,21,235,0.089361702,"The patient suddenly became dizzy while standing at work this morning. He did not lose consciousness, but he felt weak and had to sit down immediately. He has eaten very little today and says that similar symptoms happened once last month.","The patient suddenly become disequiled standing at work this morning. He did not lose consciousness, but he felt weak and had to sit down immediately. He has eaten very little today and said that similar symptoms have been made on last month."
"F16","/Users/williamsacc/Documents/estudio_casos_asr/whisper.cpp/models/ggml-base-f16.bin",1,"audio10(dolor cabeza).wav",26.112000000,0.691591916,0.026485597,4,44,0.090909091,11,258,0.042635659,"The patient has experienced a strong headache for approximately three hours. The pain is mainly located behind her eyes and becomes worse when she looks at bright lights. She also feels slightly nauseous but has no problems speaking or moving her arms and legs.","The patient has experienced a strong heat dutch for approximately 3 hours. The pain is mainly located behind her eyes and becomes worse when she looks at bright light. She also feels slightly nauseous but has no problems speaking or moving her arms and legs."
"F16","/Users/williamsacc/Documents/estudio_casos_asr/whisper.cpp/models/ggml-base-f16.bin",2,"audio01(dolor toracico).wav",19.690666667,0.640562291,0.032531265,5,41,0.121951220,17,228,0.074561404,"The patient reports severe chest pain that started about thirty minutes ago. The pain becomes stronger when he takes a deep breath, and he also feels short of breath. He has no known allergies and has not taken any medication today.","The patient reports several chest pain that started about 30 minutes ago. The pain becomes stronger, win, he takes a deep breath and he also feels short of breath. He has no knowledge and has not taken any medication today."
"F16","/Users/williamsacc/Documents/estudio_casos_asr/whisper.cpp/models/ggml-base-f16.bin",2,"audio02(alergia).wav",16.768000000,0.638340375,0.038068963,3,37,0.081081081,3,230,0.013043478,"The patient is allergic to penicillin and should not receive any medication containing it. She developed a severe skin rash after taking penicillin several years ago. She currently has a fever, a sore throat, and difficulty swallowing.","The patient is allergic to penicillin and should not receive any medication containing it. She developed a severed skin rash after taking penicillin several years ago. She currently has a fever, a sore throat and difficulty is wallowing."
"F16","/Users/williamsacc/Documents/estudio_casos_asr/whisper.cpp/models/ggml-base-f16.bin",2,"audio03(accidente).wav",16.597333333,0.600882000,0.036203527,2,38,0.052631579,3,205,0.014634146,"The patient fell from a bicycle approximately one hour ago and injured his left arm. He can move his fingers, but he feels severe pain near the wrist. There is visible swelling, but there is no active bleeding.","The patient fell from a bicycle approximately one hour ago and injured his left arm. He can move his fingers, but he feels several pain near the waist. There is visible swelling, but there is no active bleeding."
"F16","/Users/williamsacc/Documents/estudio_casos_asr/whisper.cpp/models/ggml-base-f16.bin",2,"audio04(dolor abdominal).wav",20.778666667,0.620742042,0.029874007,1,37,0.027027027,1,212,0.004716981,"The patient has had abdominal pain since yesterday evening. The pain is mainly located on the lower right side and has gradually become stronger. She also reports nausea and loss of appetite, but she has not vomited.","The patient has had abdominal pain since yesterday evening. The pain is mainly located on the lower right side and has gradually become stronger. She also reports nausea and lost of appetite, but she has not vomited."
"F16","/Users/williamsacc/Documents/estudio_casos_asr/whisper.cpp/models/ggml-base-f16.bin",2,"audio05(diabetes).wav",21.866666667,0.691158333,0.031607851,6,43,0.139534884,17,245,0.069387755,"The patient has type two diabetes and normally takes medication every morning. Today he forgot to take his medicine and began feeling dizzy and weak during the afternoon. He is conscious and able to speak, but he says his condition is getting worse.","The patient has type 2 diabetes and normally takes medication every morning. Today he is far good to take his medicine and began feeling this and weak during the afternoon. He is conscious and able to speak, but he said his condition is getting worse."
"F16","/Users/williamsacc/Documents/estudio_casos_asr/whisper.cpp/models/ggml-base-f16.bin",2,"audio06(fiebre).wav",21.248000000,0.645137208,0.030362256,5,38,0.131578947,13,220,0.059090909,"The patient has had a high fever since last night and has been feeling extremely tired. She also reports muscle pain, chills, and a persistent headache. She has been drinking water regularly and has not taken any antibiotics.","The patient has had a high fever signs last night and has been feeling extremely tired. She has a reports musical pain, shields and a persistent headache. She has been drinking water regularly and has not taken any antibiotics."
"F16","/Users/williamsacc/Documents/estudio_casos_asr/whisper.cpp/models/ggml-base-f16.bin",2,"audio07(respiracion).wav",22.656000000,0.625566333,0.027611508,3,40,0.075000000,6,235,0.025531915,"The patient has difficulty breathing when walking short distances and sometimes feels pressure in his chest. These symptoms began two days ago and have gradually become worse. He has a history of asthma but has not used his inhaler today.","The patient has difficulty breathing when walking short distance and sometimes feels pressure in his sheath. Test symptoms began two days ago and have gradually become worse. He has a history of asthma but has not used his inhaler today."
"F16","/Users/williamsacc/Documents/estudio_casos_asr/whisper.cpp/models/ggml-base-f16.bin",2,"audio08(herida).wav",22.613333333,0.687938209,0.030421796,3,43,0.069767442,11,256,0.042968750,"The patient cut her right hand while preparing food approximately forty minutes ago. The wound is still bleeding slightly, but she can move all of her fingers normally. She reports moderate pain and does not remember when she received her last tetanus vaccine.","The patient could her right hand while preparing food approximately 40 minutes ago. The woman is still bleeding slightly, but she can move all of her fingers normally. She reports moderate pain and does not remember when she received her last tetanus vaccine."
"F16","/Users/williamsacc/Documents/estudio_casos_asr/whisper.cpp/models/ggml-base-f16.bin",2,"audio09(mareo).wav",23.957333333,0.683193750,0.028517103,8,41,0.195121951,21,235,0.089361702,"The patient suddenly became dizzy while standing at work this morning. He did not lose consciousness, but he felt weak and had to sit down immediately. He has eaten very little today and says that similar symptoms happened once last month.","The patient suddenly become disequiled standing at work this morning. He did not lose consciousness, but he felt weak and had to sit down immediately. He has eaten very little today and said that similar symptoms have been made on last month."
"F16","/Users/williamsacc/Documents/estudio_casos_asr/whisper.cpp/models/ggml-base-f16.bin",2,"audio10(dolor cabeza).wav",26.112000000,0.697256834,0.026702544,4,44,0.090909091,11,258,0.042635659,"The patient has experienced a strong headache for approximately three hours. The pain is mainly located behind her eyes and becomes worse when she looks at bright lights. She also feels slightly nauseous but has no problems speaking or moving her arms and legs.","The patient has experienced a strong heat dutch for approximately 3 hours. The pain is mainly located behind her eyes and becomes worse when she looks at bright light. She also feels slightly nauseous but has no problems speaking or moving her arms and legs."
"F16","/Users/williamsacc/Documents/estudio_casos_asr/whisper.cpp/models/ggml-base-f16.bin",3,"audio01(dolor toracico).wav",19.690666667,0.627415459,0.031863597,5,41,0.121951220,17,228,0.074561404,"The patient reports severe chest pain that started about thirty minutes ago. The pain becomes stronger when he takes a deep breath, and he also feels short of breath. He has no known allergies and has not taken any medication today.","The patient reports several chest pain that started about 30 minutes ago. The pain becomes stronger, win, he takes a deep breath and he also feels short of breath. He has no knowledge and has not taken any medication today."
"F16","/Users/williamsacc/Documents/estudio_casos_asr/whisper.cpp/models/ggml-base-f16.bin",3,"audio02(alergia).wav",16.768000000,0.625163250,0.037283114,3,37,0.081081081,3,230,0.013043478,"The patient is allergic to penicillin and should not receive any medication containing it. She developed a severe skin rash after taking penicillin several years ago. She currently has a fever, a sore throat, and difficulty swallowing.","The patient is allergic to penicillin and should not receive any medication containing it. She developed a severed skin rash after taking penicillin several years ago. She currently has a fever, a sore throat and difficulty is wallowing."
"F16","/Users/williamsacc/Documents/estudio_casos_asr/whisper.cpp/models/ggml-base-f16.bin",3,"audio03(accidente).wav",16.597333333,0.620814250,0.037404458,2,38,0.052631579,3,205,0.014634146,"The patient fell from a bicycle approximately one hour ago and injured his left arm. He can move his fingers, but he feels severe pain near the wrist. There is visible swelling, but there is no active bleeding.","The patient fell from a bicycle approximately one hour ago and injured his left arm. He can move his fingers, but he feels several pain near the waist. There is visible swelling, but there is no active bleeding."
"F16","/Users/williamsacc/Documents/estudio_casos_asr/whisper.cpp/models/ggml-base-f16.bin",3,"audio04(dolor abdominal).wav",20.778666667,0.618444334,0.029763427,1,37,0.027027027,1,212,0.004716981,"The patient has had abdominal pain since yesterday evening. The pain is mainly located on the lower right side and has gradually become stronger. She also reports nausea and loss of appetite, but she has not vomited.","The patient has had abdominal pain since yesterday evening. The pain is mainly located on the lower right side and has gradually become stronger. She also reports nausea and lost of appetite, but she has not vomited."
"F16","/Users/williamsacc/Documents/estudio_casos_asr/whisper.cpp/models/ggml-base-f16.bin",3,"audio05(diabetes).wav",21.866666667,0.697242417,0.031886086,6,43,0.139534884,17,245,0.069387755,"The patient has type two diabetes and normally takes medication every morning. Today he forgot to take his medicine and began feeling dizzy and weak during the afternoon. He is conscious and able to speak, but he says his condition is getting worse.","The patient has type 2 diabetes and normally takes medication every morning. Today he is far good to take his medicine and began feeling this and weak during the afternoon. He is conscious and able to speak, but he said his condition is getting worse."
"F16","/Users/williamsacc/Documents/estudio_casos_asr/whisper.cpp/models/ggml-base-f16.bin",3,"audio06(fiebre).wav",21.248000000,0.656966750,0.030918992,5,38,0.131578947,13,220,0.059090909,"The patient has had a high fever since last night and has been feeling extremely tired. She also reports muscle pain, chills, and a persistent headache. She has been drinking water regularly and has not taken any antibiotics.","The patient has had a high fever signs last night and has been feeling extremely tired. She has a reports musical pain, shields and a persistent headache. She has been drinking water regularly and has not taken any antibiotics."
"F16","/Users/williamsacc/Documents/estudio_casos_asr/whisper.cpp/models/ggml-base-f16.bin",3,"audio07(respiracion).wav",22.656000000,0.663411334,0.029281927,3,40,0.075000000,6,235,0.025531915,"The patient has difficulty breathing when walking short distances and sometimes feels pressure in his chest. These symptoms began two days ago and have gradually become worse. He has a history of asthma but has not used his inhaler today.","The patient has difficulty breathing when walking short distance and sometimes feels pressure in his sheath. Test symptoms began two days ago and have gradually become worse. He has a history of asthma but has not used his inhaler today."
"F16","/Users/williamsacc/Documents/estudio_casos_asr/whisper.cpp/models/ggml-base-f16.bin",3,"audio08(herida).wav",22.613333333,0.701559458,0.031024151,3,43,0.069767442,11,256,0.042968750,"The patient cut her right hand while preparing food approximately forty minutes ago. The wound is still bleeding slightly, but she can move all of her fingers normally. She reports moderate pain and does not remember when she received her last tetanus vaccine.","The patient could her right hand while preparing food approximately 40 minutes ago. The woman is still bleeding slightly, but she can move all of her fingers normally. She reports moderate pain and does not remember when she received her last tetanus vaccine."
"F16","/Users/williamsacc/Documents/estudio_casos_asr/whisper.cpp/models/ggml-base-f16.bin",3,"audio09(mareo).wav",23.957333333,0.672043791,0.028051694,8,41,0.195121951,21,235,0.089361702,"The patient suddenly became dizzy while standing at work this morning. He did not lose consciousness, but he felt weak and had to sit down immediately. He has eaten very little today and says that similar symptoms happened once last month.","The patient suddenly become disequiled standing at work this morning. He did not lose consciousness, but he felt weak and had to sit down immediately. He has eaten very little today and said that similar symptoms have been made on last month."
"F16","/Users/williamsacc/Documents/estudio_casos_asr/whisper.cpp/models/ggml-base-f16.bin",3,"audio10(dolor cabeza).wav",26.112000000,0.697065667,0.026695223,4,44,0.090909091,11,258,0.042635659,"The patient has experienced a strong headache for approximately three hours. The pain is mainly located behind her eyes and becomes worse when she looks at bright lights. She also feels slightly nauseous but has no problems speaking or moving her arms and legs.","The patient has experienced a strong heat dutch for approximately 3 hours. The pain is mainly located behind her eyes and becomes worse when she looks at bright light. She also feels slightly nauseous but has no problems speaking or moving her arms and legs."
"F16","/Users/williamsacc/Documents/estudio_casos_asr/whisper.cpp/models/ggml-base-f16.bin",4,"audio01(dolor toracico).wav",19.690666667,0.629497000,0.031969309,5,41,0.121951220,17,228,0.074561404,"The patient reports severe chest pain that started about thirty minutes ago. The pain becomes stronger when he takes a deep breath, and he also feels short of breath. He has no known allergies and has not taken any medication today.","The patient reports several chest pain that started about 30 minutes ago. The pain becomes stronger, win, he takes a deep breath and he also feels short of breath. He has no knowledge and has not taken any medication today."
"F16","/Users/williamsacc/Documents/estudio_casos_asr/whisper.cpp/models/ggml-base-f16.bin",4,"audio02(alergia).wav",16.768000000,0.631375500,0.037653596,3,37,0.081081081,3,230,0.013043478,"The patient is allergic to penicillin and should not receive any medication containing it. She developed a severe skin rash after taking penicillin several years ago. She currently has a fever, a sore throat, and difficulty swallowing.","The patient is allergic to penicillin and should not receive any medication containing it. She developed a severed skin rash after taking penicillin several years ago. She currently has a fever, a sore throat and difficulty is wallowing."
"F16","/Users/williamsacc/Documents/estudio_casos_asr/whisper.cpp/models/ggml-base-f16.bin",4,"audio03(accidente).wav",16.597333333,0.619032708,0.037297118,2,38,0.052631579,3,205,0.014634146,"The patient fell from a bicycle approximately one hour ago and injured his left arm. He can move his fingers, but he feels severe pain near the wrist. There is visible swelling, but there is no active bleeding.","The patient fell from a bicycle approximately one hour ago and injured his left arm. He can move his fingers, but he feels several pain near the waist. There is visible swelling, but there is no active bleeding."
"F16","/Users/williamsacc/Documents/estudio_casos_asr/whisper.cpp/models/ggml-base-f16.bin",4,"audio04(dolor abdominal).wav",20.778666667,0.632319375,0.030431181,1,37,0.027027027,1,212,0.004716981,"The patient has had abdominal pain since yesterday evening. The pain is mainly located on the lower right side and has gradually become stronger. She also reports nausea and loss of appetite, but she has not vomited.","The patient has had abdominal pain since yesterday evening. The pain is mainly located on the lower right side and has gradually become stronger. She also reports nausea and lost of appetite, but she has not vomited."
"F16","/Users/williamsacc/Documents/estudio_casos_asr/whisper.cpp/models/ggml-base-f16.bin",4,"audio05(diabetes).wav",21.866666667,0.612471792,0.028009381,6,43,0.139534884,17,245,0.069387755,"The patient has type two diabetes and normally takes medication every morning. Today he forgot to take his medicine and began feeling dizzy and weak during the afternoon. He is conscious and able to speak, but he says his condition is getting worse.","The patient has type 2 diabetes and normally takes medication every morning. Today he is far good to take his medicine and began feeling this and weak during the afternoon. He is conscious and able to speak, but he said his condition is getting worse."
"F16","/Users/williamsacc/Documents/estudio_casos_asr/whisper.cpp/models/ggml-base-f16.bin",4,"audio06(fiebre).wav",21.248000000,0.636894959,0.029974349,5,38,0.131578947,13,220,0.059090909,"The patient has had a high fever since last night and has been feeling extremely tired. She also reports muscle pain, chills, and a persistent headache. She has been drinking water regularly and has not taken any antibiotics.","The patient has had a high fever signs last night and has been feeling extremely tired. She has a reports musical pain, shields and a persistent headache. She has been drinking water regularly and has not taken any antibiotics."
"F16","/Users/williamsacc/Documents/estudio_casos_asr/whisper.cpp/models/ggml-base-f16.bin",4,"audio07(respiracion).wav",22.656000000,0.655147916,0.028917193,3,40,0.075000000,6,235,0.025531915,"The patient has difficulty breathing when walking short distances and sometimes feels pressure in his chest. These symptoms began two days ago and have gradually become worse. He has a history of asthma but has not used his inhaler today.","The patient has difficulty breathing when walking short distance and sometimes feels pressure in his sheath. Test symptoms began two days ago and have gradually become worse. He has a history of asthma but has not used his inhaler today."
"F16","/Users/williamsacc/Documents/estudio_casos_asr/whisper.cpp/models/ggml-base-f16.bin",4,"audio08(herida).wav",22.613333333,0.648709917,0.028687054,3,43,0.069767442,11,256,0.042968750,"The patient cut her right hand while preparing food approximately forty minutes ago. The wound is still bleeding slightly, but she can move all of her fingers normally. She reports moderate pain and does not remember when she received her last tetanus vaccine.","The patient could her right hand while preparing food approximately 40 minutes ago. The woman is still bleeding slightly, but she can move all of her fingers normally. She reports moderate pain and does not remember when she received her last tetanus vaccine."
"F16","/Users/williamsacc/Documents/estudio_casos_asr/whisper.cpp/models/ggml-base-f16.bin",4,"audio09(mareo).wav",23.957333333,0.660001000,0.027549018,8,41,0.195121951,21,235,0.089361702,"The patient suddenly became dizzy while standing at work this morning. He did not lose consciousness, but he felt weak and had to sit down immediately. He has eaten very little today and says that similar symptoms happened once last month.","The patient suddenly become disequiled standing at work this morning. He did not lose consciousness, but he felt weak and had to sit down immediately. He has eaten very little today and said that similar symptoms have been made on last month."
"F16","/Users/williamsacc/Documents/estudio_casos_asr/whisper.cpp/models/ggml-base-f16.bin",4,"audio10(dolor cabeza).wav",26.112000000,0.704142500,0.026966242,4,44,0.090909091,11,258,0.042635659,"The patient has experienced a strong headache for approximately three hours. The pain is mainly located behind her eyes and becomes worse when she looks at bright lights. She also feels slightly nauseous but has no problems speaking or moving her arms and legs.","The patient has experienced a strong heat dutch for approximately 3 hours. The pain is mainly located behind her eyes and becomes worse when she looks at bright light. She also feels slightly nauseous but has no problems speaking or moving her arms and legs."
"F16","/Users/williamsacc/Documents/estudio_casos_asr/whisper.cpp/models/ggml-base-f16.bin",5,"audio01(dolor toracico).wav",19.690666667,0.647110542,0.032863821,5,41,0.121951220,17,228,0.074561404,"The patient reports severe chest pain that started about thirty minutes ago. The pain becomes stronger when he takes a deep breath, and he also feels short of breath. He has no known allergies and has not taken any medication today.","The patient reports several chest pain that started about 30 minutes ago. The pain becomes stronger, win, he takes a deep breath and he also feels short of breath. He has no knowledge and has not taken any medication today."
"F16","/Users/williamsacc/Documents/estudio_casos_asr/whisper.cpp/models/ggml-base-f16.bin",5,"audio02(alergia).wav",16.768000000,0.613868750,0.036609539,3,37,0.081081081,3,230,0.013043478,"The patient is allergic to penicillin and should not receive any medication containing it. She developed a severe skin rash after taking penicillin several years ago. She currently has a fever, a sore throat, and difficulty swallowing.","The patient is allergic to penicillin and should not receive any medication containing it. She developed a severed skin rash after taking penicillin several years ago. She currently has a fever, a sore throat and difficulty is wallowing."
"F16","/Users/williamsacc/Documents/estudio_casos_asr/whisper.cpp/models/ggml-base-f16.bin",5,"audio03(accidente).wav",16.597333333,0.540450584,0.032562495,2,38,0.052631579,3,205,0.014634146,"The patient fell from a bicycle approximately one hour ago and injured his left arm. He can move his fingers, but he feels severe pain near the wrist. There is visible swelling, but there is no active bleeding.","The patient fell from a bicycle approximately one hour ago and injured his left arm. He can move his fingers, but he feels several pain near the waist. There is visible swelling, but there is no active bleeding."
"F16","/Users/williamsacc/Documents/estudio_casos_asr/whisper.cpp/models/ggml-base-f16.bin",5,"audio04(dolor abdominal).wav",20.778666667,0.633750750,0.030500068,1,37,0.027027027,1,212,0.004716981,"The patient has had abdominal pain since yesterday evening. The pain is mainly located on the lower right side and has gradually become stronger. She also reports nausea and loss of appetite, but she has not vomited.","The patient has had abdominal pain since yesterday evening. The pain is mainly located on the lower right side and has gradually become stronger. She also reports nausea and lost of appetite, but she has not vomited."
"F16","/Users/williamsacc/Documents/estudio_casos_asr/whisper.cpp/models/ggml-base-f16.bin",5,"audio05(diabetes).wav",21.866666667,0.689944458,0.031552338,6,43,0.139534884,17,245,0.069387755,"The patient has type two diabetes and normally takes medication every morning. Today he forgot to take his medicine and began feeling dizzy and weak during the afternoon. He is conscious and able to speak, but he says his condition is getting worse.","The patient has type 2 diabetes and normally takes medication every morning. Today he is far good to take his medicine and began feeling this and weak during the afternoon. He is conscious and able to speak, but he said his condition is getting worse."
"F16","/Users/williamsacc/Documents/estudio_casos_asr/whisper.cpp/models/ggml-base-f16.bin",5,"audio06(fiebre).wav",21.248000000,0.618707709,0.029118397,5,38,0.131578947,13,220,0.059090909,"The patient has had a high fever since last night and has been feeling extremely tired. She also reports muscle pain, chills, and a persistent headache. She has been drinking water regularly and has not taken any antibiotics.","The patient has had a high fever signs last night and has been feeling extremely tired. She has a reports musical pain, shields and a persistent headache. She has been drinking water regularly and has not taken any antibiotics."
"F16","/Users/williamsacc/Documents/estudio_casos_asr/whisper.cpp/models/ggml-base-f16.bin",5,"audio07(respiracion).wav",22.656000000,0.643700750,0.028411933,3,40,0.075000000,6,235,0.025531915,"The patient has difficulty breathing when walking short distances and sometimes feels pressure in his chest. These symptoms began two days ago and have gradually become worse. He has a history of asthma but has not used his inhaler today.","The patient has difficulty breathing when walking short distance and sometimes feels pressure in his sheath. Test symptoms began two days ago and have gradually become worse. He has a history of asthma but has not used his inhaler today."
"F16","/Users/williamsacc/Documents/estudio_casos_asr/whisper.cpp/models/ggml-base-f16.bin",5,"audio08(herida).wav",22.613333333,0.689451000,0.030488694,3,43,0.069767442,11,256,0.042968750,"The patient cut her right hand while preparing food approximately forty minutes ago. The wound is still bleeding slightly, but she can move all of her fingers normally. She reports moderate pain and does not remember when she received her last tetanus vaccine.","The patient could her right hand while preparing food approximately 40 minutes ago. The woman is still bleeding slightly, but she can move all of her fingers normally. She reports moderate pain and does not remember when she received her last tetanus vaccine."
"F16","/Users/williamsacc/Documents/estudio_casos_asr/whisper.cpp/models/ggml-base-f16.bin",5,"audio09(mareo).wav",23.957333333,0.677232417,0.028268272,8,41,0.195121951,21,235,0.089361702,"The patient suddenly became dizzy while standing at work this morning. He did not lose consciousness, but he felt weak and had to sit down immediately. He has eaten very little today and says that similar symptoms happened once last month.","The patient suddenly become disequiled standing at work this morning. He did not lose consciousness, but he felt weak and had to sit down immediately. He has eaten very little today and said that similar symptoms have been made on last month."
"F16","/Users/williamsacc/Documents/estudio_casos_asr/whisper.cpp/models/ggml-base-f16.bin",5,"audio10(dolor cabeza).wav",26.112000000,0.661680417,0.025340089,4,44,0.090909091,11,258,0.042635659,"The patient has experienced a strong headache for approximately three hours. The pain is mainly located behind her eyes and becomes worse when she looks at bright lights. She also feels slightly nauseous but has no problems speaking or moving her arms and legs.","The patient has experienced a strong heat dutch for approximately 3 hours. The pain is mainly located behind her eyes and becomes worse when she looks at bright light. She also feels slightly nauseous but has no problems speaking or moving her arms and legs."
"Q8_0","/Users/williamsacc/Documents/estudio_casos_asr/whisper.cpp/models/ggml-base-q8_0.bin",1,"audio01(dolor toracico).wav",19.690666667,0.587142791,0.029818330,5,41,0.121951220,17,228,0.074561404,"The patient reports severe chest pain that started about thirty minutes ago. The pain becomes stronger when he takes a deep breath, and he also feels short of breath. He has no known allergies and has not taken any medication today.","The patient reports several chest pain that started about 30 minutes ago. The pain becomes stronger, win, he takes a deep breath and he also feels short of breath. He has no knowledge and has not taken any medication today."
"Q8_0","/Users/williamsacc/Documents/estudio_casos_asr/whisper.cpp/models/ggml-base-q8_0.bin",1,"audio02(alergia).wav",16.768000000,0.620364750,0.036996944,3,37,0.081081081,3,230,0.013043478,"The patient is allergic to penicillin and should not receive any medication containing it. She developed a severe skin rash after taking penicillin several years ago. She currently has a fever, a sore throat, and difficulty swallowing.","The patient is allergic to penicillin and should not receive any medication containing it. She developed a severed skin rash after taking penicillin several years ago. She currently has a fever, a sore throat and difficulty is wallowing."
"Q8_0","/Users/williamsacc/Documents/estudio_casos_asr/whisper.cpp/models/ggml-base-q8_0.bin",1,"audio03(accidente).wav",16.597333333,0.564518083,0.034012577,2,38,0.052631579,3,205,0.014634146,"The patient fell from a bicycle approximately one hour ago and injured his left arm. He can move his fingers, but he feels severe pain near the wrist. There is visible swelling, but there is no active bleeding.","The patient fell from a bicycle approximately one hour ago and injured his left arm. He can move his fingers, but he feels several pain near the waist. There is visible swelling, but there is no active bleeding."
"Q8_0","/Users/williamsacc/Documents/estudio_casos_asr/whisper.cpp/models/ggml-base-q8_0.bin",1,"audio04(dolor abdominal).wav",20.778666667,0.551022291,0.026518655,2,37,0.054054054,4,212,0.018867925,"The patient has had abdominal pain since yesterday evening. The pain is mainly located on the lower right side and has gradually become stronger. She also reports nausea and loss of appetite, but she has not vomited.","The patient has had abdominal pain since yesterday evening. The pain is mainly located on the lower right side and has gradually become stronger. She also reports nausea and lost appetite, but she has not vomited."
"Q8_0","/Users/williamsacc/Documents/estudio_casos_asr/whisper.cpp/models/ggml-base-q8_0.bin",1,"audio05(diabetes).wav",21.866666667,0.643839375,0.029443874,6,43,0.139534884,17,245,0.069387755,"The patient has type two diabetes and normally takes medication every morning. Today he forgot to take his medicine and began feeling dizzy and weak during the afternoon. He is conscious and able to speak, but he says his condition is getting worse.","The patient has type 2 diabetes and normally takes medication every morning. Today he is far good to take his medicine and began feeling this and weak during the afternoon. He is conscious and able to speak, but he said his condition is getting worse."
"Q8_0","/Users/williamsacc/Documents/estudio_casos_asr/whisper.cpp/models/ggml-base-q8_0.bin",1,"audio06(fiebre).wav",21.248000000,0.564828500,0.026582667,5,38,0.131578947,13,220,0.059090909,"The patient has had a high fever since last night and has been feeling extremely tired. She also reports muscle pain, chills, and a persistent headache. She has been drinking water regularly and has not taken any antibiotics.","The patient has had a high fever signs last night and has been feeling extremely tired. She has a reports musical pain, shields and a persistent headache. She has been drinking water regularly and has not taken any antibiotics."
"Q8_0","/Users/williamsacc/Documents/estudio_casos_asr/whisper.cpp/models/ggml-base-q8_0.bin",1,"audio07(respiracion).wav",22.656000000,0.657299208,0.029012147,6,40,0.150000000,14,235,0.059574468,"The patient has difficulty breathing when walking short distances and sometimes feels pressure in his chest. These symptoms began two days ago and have gradually become worse. He has a history of asthma but has not used his inhaler today.","The patient has difficulty breathing, going well in short distance and sometimes feels pressure in his sheath. Test symptoms began two days ago and have gradually become worse. He has a history of asthma but has not used his inhaler today."
"Q8_0","/Users/williamsacc/Documents/estudio_casos_asr/whisper.cpp/models/ggml-base-q8_0.bin",1,"audio08(herida).wav",22.613333333,0.652372792,0.028849033,2,43,0.046511628,8,256,0.031250000,"The patient cut her right hand while preparing food approximately forty minutes ago. The wound is still bleeding slightly, but she can move all of her fingers normally. She reports moderate pain and does not remember when she received her last tetanus vaccine.","The patient could her right hand while preparing food approximately 40 minutes ago. The wound is still bleeding slightly, but she can move all of her fingers normally. She reports moderate pain and does not remember when she received her last tetanus vaccine."
"Q8_0","/Users/williamsacc/Documents/estudio_casos_asr/whisper.cpp/models/ggml-base-q8_0.bin",1,"audio09(mareo).wav",23.957333333,0.655607792,0.027365641,11,41,0.268292683,30,235,0.127659574,"The patient suddenly became dizzy while standing at work this morning. He did not lose consciousness, but he felt weak and had to sit down immediately. He has eaten very little today and says that similar symptoms happened once last month.","The patient suddenly become disequiled standing at work this morning. He did not lose consciousness, but he feel weak and had to sit down in the middle. He has eaten very little today and said that similar symptoms have knit on last month."
"Q8_0","/Users/williamsacc/Documents/estudio_casos_asr/whisper.cpp/models/ggml-base-q8_0.bin",1,"audio10(dolor cabeza).wav",26.112000000,0.621850500,0.023814740,4,44,0.090909091,11,258,0.042635659,"The patient has experienced a strong headache for approximately three hours. The pain is mainly located behind her eyes and becomes worse when she looks at bright lights. She also feels slightly nauseous but has no problems speaking or moving her arms and legs.","The patient has experienced a strong heat dodge for approximately 3 hours. The pain is mainly located behind her eyes and becomes worse when she looks at bright light. She also feels slightly nauseous but has no problems speaking or moving her arms and legs."
